"排名","代號","名稱","成交","漲跌價","漲跌幅","平均業外損益(億)","2011業外損益(億)","2012業外損益(億)","2013業外損益(億)","2014業外損益(億)","2015業外損益(億)","2016業外損益(億)","2017業外損益(億)","2018業外損益(億)","2019業外損益(億)","2020業外損益(億)","2021業外損益(億)","2022業外損益(億)","23Q1業外損益(億)"
"1099",="6204","艾華","60.4","+0.6","+1","0.38","0.18","0.09","0.32","0.31","0.24","0.1","0.01","0.23","0.13","0.04","2.65","0.22","-0.01"
"1100",="6654","天正國際","47.9","-0.1","-0.21","0.05","","","","","-0.02","-0.06","0.03","-0.01","-0.02","0.16","0.07","0.22","0.03"
"1101",="3228","金麗科","139","-8.5","-5.76","0","","-0.04","0.03","-0.07","0.01","-0.03","-0.04","0.05","-0.01","-0.04","-0.09","0.21","0"
"1102",="3130","一零四","214","0","0","0.19","0.05","0.16","0.08","0.28","0.21","0.38","0.24","0.29","0.14","0.15","0.12","0.21","0.07"
"1103",="5353","台林","40.7","+0.05","+0.12","0.21","0.19","0.25","0.31","0.27","0.3","0.13","0.07","0.25","0.17","0.15","0.2","0.21","0.03"
"1104",="6195","詩肯","43.7","-0.35","-0.79","0.17","","0.08","0.09","0.03","0.02","0.06","0.11","0.1","0.22","0.4","0.57","0.21","0"
"1105",="6210","慶生","34.4","+0.05","+0.15","0.05","","-0.02","0.08","0.19","0.1","-0.02","-0.09","0.09","0","-0.02","-0.01","0.21","0"
"1106",="3332","幸康","49.7","0","0","0.19","0.18","-0.07","0.17","0.22","0.17","0.11","0.34","0.14","0.11","0.41","0.27","0.21","0.16"
"1107",="8429","金麗-KY","11.2","0","0","0.21","-0.04","-0.14","0","-0.15","-0.44","0.93","0.44","0.27","0.39","0.57","0.43","0.21","0.1"
"1108",="6183","關貿","66.2","-0.1","-0.15","0.1","0.1","0.1","0.09","0.14","0.11","0.06","0.12","0.13","0.1","-0.01","0.1","0.21","0.04"
"1109",="6469","大樹","393.5","-2.5","-0.63","0.19","","","0.14","0.36","0.2","0.13","0.16","0.1","0.29","0.18","0.17","0.2","0.11"
"1110",="5201","凱衛","32.4","-0.8","-2.41","0.21","","0","0.56","0.21","0.22","0.01","0.06","0.07","0.36","0.24","0.35","0.2","0.4"
"1111",="2321","東訊","18.7","+0.25","+1.36","-0.04","-0.57","-1.24","-0.2","-0.21","0.05","0.25","-0.01","0.48","0.42","0.21","0.16","0.2","-0.05"
"1112",="6776","展碁國際","56.4","-3.1","-5.21","0.44","","","","","","","","0.17","0.28","0.6","0.95","0.2","-0.1"
"1113",="3628","盈正","51.3","-2.1","-3.93","0.16","0.12","0.04","0.1","0.4","0.36","0.17","0","0.19","0.17","0.08","0.09","0.2","-0.04"
"1114",="8917","欣泰","69","0","0","0.12","0.09","0.07","0.08","0.13","0.12","0.14","0.17","0.12","0.22","-0.01","0.15","0.2","0.07"
"1115",="3631","晟楠","31.1","0","0","-0.09","0.13","0.02","0.23","0.32","-2.92","0.01","0.06","0.34","0.12","0.19","0.28","0.2","0.06"
"1116",="1730","花仙子","59.3","-0.2","-0.34","0.55","0.26","0.21","1.25","0.23","0.32","0.44","0.54","0.56","0.38","1.88","0.3","0.2","0.06"
"1117",="4735","豪展","38.15","+0.25","+0.66","0.05","0.19","0.16","0.33","0.29","-0.07","-0.24","0.06","-0.06","-0.08","-0.15","0.01","0.2","0.06"
"1118",="6799","來頡","148.5","0","0","-0.01","","","","","","","","-0.01","-0.05","-0.17","-0.03","0.2","0"
"1119",="4138","曜亞","130.5","+0.5","+0.38","0.03","-0.06","-0.02","0.08","0.11","0.01","-0.12","-0.18","0.09","0.02","0.08","0.13","0.2","0.07"
"1120",="3057","喬鼎","12.3","-0.15","-1.2","-0.12","0.16","-0.34","0.08","0.42","-0.2","-1.19","-1.43","-0.23","-0.25","1.19","0.12","0.2","0"
"1121",="3672","康聯訊","29.6","+1","+3.5","0.02","0.03","-0.04","0.05","0.05","0.08","0.03","-0.04","-0.07","-0.09","0.08","-0.03","0.2","0"
"1122",="1259","安心","74.6","-0.6","-0.8","0.25","0.27","0.15","0.18","0.23","-0.1","0.11","0.15","0.04","0.04","0.53","1.16","0.2","0.29"
"1123",="3684","榮昌","59.9","-0.1","-0.17","0.07","0.06","-0.07","0.07","0.09","0.12","0.06","-0.14","0.1","0.5","-0.11","-0.07","0.2","-0.04"
"1124",="6680","鑫創電子","95","-10.5","-9.95","0","","","","","","-0.03","-0.04","0.1","-0.05","-0.2","-0.02","0.2","-0.01"
"1125",="6150","撼訊","76.6","-2.3","-2.92","-0.05","-0.57","-0.55","-0.09","0.21","0.25","0.03","-0.1","-0.07","-0.09","0.08","0.1","0.19","-0.07"
"1126",="8201","無敵","16.7","-1.2","-6.7","0.57","2.51","-0.46","-0.57","0.42","0.59","0.72","-0.03","0.53","0.18","0.15","2.57","0.19","0.02"
"1127",="8271","宇瞻","55.6","-3.1","-5.28","0.06","0.17","0.15","0.15","-0.06","-0.34","0.19","-0.02","0.01","-0.05","0.25","0.04","0.19","0.06"
"1128",="4550","長佳","27.7","-0.6","-2.12","0.16","","0.02","0.04","0.24","-0.01","0.43","0.04","0.09","0.08","0.24","0.41","0.19","0.03"
"1129",="6570","維田","67","-1.7","-2.47","0.04","","","","0.06","0.07","0.01","-0.07","0.05","0.02","-0.06","0.06","0.19","-0.03"
"1130",="3489","森寶","11.35","-0.15","-1.3","0.05","0.29","0.02","0.1","-0.05","0.46","-0.13","-0.3","0","0","0.01","0","0.19","0"
"1131",="3349","寶德","16.8","+0.05","+0.3","0.1","0.1","0.07","0.18","0.14","0.2","0.16","-0.01","0.12","0.04","0.04","0.01","0.19","-0.04"
"1132",="6743","安普新","62.3","-0.5","-0.8","-0.27","","","","","","-0.9","-0.16","0.24","-0.02","-0.69","-0.58","0.19","-0.56"
"1133",="6101","寬魚國際","40","+0.55","+1.39","0.03","0.01","-0.05","-0.01","0.24","0.64","-0.2","0.47","0.01","-0.03","-0.82","-0.11","0.19","0.01"
"1134",="1446","宏和","35.75","-0.55","-1.52","0.56","5.64","0.19","0.11","0.18","0.27","-0.02","0.05","0.21","0.03","-0.16","0.05","0.19","-0.03"
"1135",="4741","泓瀚","39.95","+0.35","+0.88","0.03","0.05","-0.07","0.01","-0.01","0.05","-0.08","-0.04","0.1","0.03","0.08","0.03","0.19","0"
"1136",="4552","力達-KY","32.3","-0.2","-0.62","0","","","-0.76","-0.09","0.1","0.75","0.04","-0.52","0.21","0.03","0.05","0.19","-0.07"
"1137",="1454","台富","16.75","-0.15","-0.89","0.26","1.44","0.07","0.15","0.25","0.22","0.11","0.02","0.12","0.1","0.38","0.1","0.19","0.01"
"1138",="5312","寶島科","84.8","+0.8","+0.95","2.48","2","2.73","3.16","2.96","3.32","3.16","2.16","2.01","2.76","2.46","2.82","0.19","0.34"
"1139",="4413","飛寶企業","15.85","+0.2","+1.28","0.03","","0.07","-0.02","0.03","0.06","-0.02","0.01","0.04","0.11","-0.08","-0.01","0.19","-0.01"
"1140",="4916","事欣科","40.75","-1.6","-3.78","0.33","0.05","-0.14","0.07","0.16","-0.03","0.02","0.66","-0.14","2.3","-0.54","1.31","0.19","-0.01"
"1141",="4168","醣聯","31.3","+0.15","+0.48","0.19","","0.21","0.11","0.22","0.11","0.1","0.17","0.04","0.23","0.53","0.22","0.19","0.05"
"1142",="9935","慶豐富","19.8","+0.1","+0.51","-0.12","0.77","-0.62","-0.83","2.51","-0.1","-0.31","-0.22","-0.29","-0.77","-1.19","-0.6","0.19","-0.55"
"1143",="3663","鑫科","30.65","-0.4","-1.29","0.07","-0.08","-0.05","0.05","0.15","-0.45","0.35","0.12","0.08","0.59","-0.1","-0.05","0.19","0.02"
"1144",="6154","順發","16.85","+0.05","+0.3","0.04","0.12","-0.05","0.01","0.1","0.02","0.12","0.02","0.06","-0.03","-0.04","0","0.19","0.01"
"1145",="4745","合富-KY","27.75","+0.05","+0.18","0.28","0.02","0.2","0.41","0.14","1.72","-0.29","-0.09","1.5","-0.13","-0.23","-0.06","0.19","0.19"
"1146",="6612","奈米醫材","160.5","-1","-0.62","0.08","","","","0.41","0.05","0.02","0.05","0.14","0.03","-0.05","-0.15","0.18","0"
"1147",="4510","高鋒","20","+1","+5.26","0.12","-0.04","-0.1","0.04","0.19","0.24","0","-0.1","0.9","0.01","0.3","-0.15","0.18","-0.06"
"1148",="5452","佶優","22.05","0","0","-0.26","-0.57","-0.76","-0.4","-0.11","-0.18","-0.22","-0.54","0.3","-0.43","-0.2","-0.18","0.18","-0.07"
"1149",="3004","豐達科","91.7","-0.5","-0.54","-0.2","","-0.24","-0.05","-2.25","-0.04","-0.05","-0.13","0.26","-0.16","0.17","0.12","0.18","-0.11"
"1150",="5432","新門","33.6","-2","-5.62","0.08","","-0.01","0.06","0.07","0.07","0","-0.3","0.1","0.72","-0.03","-0.01","0.18","0"
"1151",="6457","紘康","49.75","-0.45","-0.9","0.08","","","0.11","0.04","0.05","-0.03","-0.02","0.05","-0.03","0.07","0.38","0.18","0.01"
"1152",="3021","鴻名","21.5","-0.05","-0.23","0.07","0.38","0.1","0.11","0.11","0.3","0.16","-0.26","0.16","0.08","-0.22","-0.24","0.18","-0.07"
"1153",="6532","瑞耘","56.5","-1.7","-2.92","0.05","","","","0.09","0.16","0.03","-0.08","0.13","0.01","-0.08","-0.03","0.18","-0.02"
"1154",="8034","榮群","19.2","-2.1","-9.86","0.12","-0.02","-0.01","0.02","0.11","0.06","0.09","0.81","0.04","0.01","0.09","0.12","0.18","0.03"
"1155",="6581","鋼聯","89.9","-0.6","-0.66","-0.05","","","","0.11","-0.26","-0.22","-0.24","0.11","0.02","-0.08","-0.04","0.18","-0.02"
"1156",="6527","明達醫","81.3","-1.3","-1.57","0.08","","","0.08","0.15","0.07","0.05","0","0.03","-0.02","0.05","0.21","0.18","-0.02"
"1157",="2012","春雨","26.4","-0.45","-1.68","-0.35","0.32","-0.97","0.35","0.05","-0.22","-1.68","-1.59","-0.55","-0.17","-0.04","0.18","0.17","-0.05"
"1158",="3419","譁裕","19.95","-0.4","-1.97","0.22","0.07","-0.07","-0.04","0.04","0.1","1.02","0.11","0.41","0.52","0.13","0.14","0.17","-0.05"
"1159",="6846","綠茵","89","+2.3","+2.65","0.05","","","","","","","","","","-0.03","0","0.17","0.01"
"1160",="4584","君帆","47.8","0","0","-0.08","","","","","","","","-0.09","-0.67","0.24","-0.04","0.17","0.01"
"1161",="3434","哲固","29.5","-1.1","-3.59","0.01","0.13","-0.21","0.01","0.07","0.04","-0.03","-0.11","0.05","-0.05","0.04","-0.04","0.17","-0.01"
"1162",="3379","彬台","14.35","+0.1","+0.7","0.18","0.04","0.08","0.06","0.03","0.09","0.09","0.21","0.1","0.03","1.16","0.13","0.17","0.01"
"1163",="3512","皇龍","32","-0.35","-1.08","-0.01","-0.16","-0.06","-0.07","0.19","-0.03","-0.03","-0.22","-0.02","0.04","0.05","0.03","0.17","-0.04"
"1164",="8155","博智","143","-0.5","-0.35","0.05","","-0.04","0.13","0.12","0.07","-0.03","-0.15","0.06","0.07","0.05","0.16","0.17","0.08"
"1165",="9962","有益","19.5","-0.2","-1.02","0.1","-0.09","1.33","0.04","-0.7","0.02","0.11","0.04","0.06","0.03","0.08","0.12","0.17","0"
"1166",="6761","穩得","88.5","+0.1","+0.11","-0.05","","","","","","-0.13","-0.03","-0.1","-0.09","-0.08","-0.04","0.17","-0.03"
"1167",="2063","世鎧","47.6","-2.3","-4.61","-0.05","-0.01","-0.04","0.25","-0.01","0","-0.31","-0.16","-0.04","-0.13","-0.14","-0.17","0.17","-0.04"
"1168",="8905","裕國","29.8","+0.55","+1.88","0.05","-0.32","0.36","0.06","0.1","0.25","-0.48","0.16","0.25","0.01","-0.05","0.06","0.17","0.03"
"1169",="3086","華義","82.5","-0.3","-0.36","-0.02","-0.14","-0.04","0.02","0.29","-0.09","-0.31","0.02","-0.07","-0.04","-0.01","-0.03","0.16","0"
"1170",="4561","健椿","26.3","-0.4","-1.5","-0.09","","","","-0.08","-0.14","-0.24","-0.13","-0.17","-0.21","0.07","-0.09","0.16","0"
"1171",="2115","六暉-KY","31.9","-0.55","-1.69","0.59","0.02","0.04","-0.33","0.05","0.36","0.29","0","0.28","0.33","5.02","0.85","0.16","1.48"
"1172",="7402","邑錡","79","-1.5","-1.86","0","","","0.01","0.04","0.06","-0.01","-0.09","0.05","-0.11","-0.01","-0.09","0.16","0"
"1173",="6790","永豐實","41","-0.35","-0.85","0.18","","","","","","","0.06","-0.58","-1.12","2.05","0.5","0.16","0.15"
"1174",="8923","時報","21.15","-0.1","-0.47","0.1","0.01","0.04","0.04","0.11","0.17","0.1","0.12","0.11","0.18","0.08","0.04","0.16","0.01"
"1175",="2734","易飛網","57.6","+0.7","+1.23","0.1","-0.05","0.11","0.08","0.14","0.1","-0.14","0.06","-0.11","0.35","0.32","0.15","0.16","0.07"
"1176",="8176","智捷","11.85","-0.3","-2.47","0.54","0.99","1.51","0.75","0.16","0.1","0.37","0.22","0.21","0.28","0.21","1.49","0.16","-0.03"
"1177",="6741","91APP*-KY","135","-5","-3.57","0.12","","","","","","","","","0.14","0.11","0.06","0.16","0.07"
"1178",="8110","華東","14.35","-0.2","-1.37","0.18","-6.78","-5.23","1.65","0.85","0.84","0.52","-0.34","0.7","5.08","3.2","1.51","0.16","0.57"
"1179",="4106","雃博","35","-0.35","-0.99","0.19","0.54","0.25","0.21","0.27","0.15","0.03","0","0.13","0","0.26","0.34","0.16","0.09"
"1180",="4173","久裕","23.75","-0.25","-1.04","-0.05","-0.22","-0.18","-0.19","-0.15","-0.18","-0.14","-0.06","0","0.09","0.14","0.14","0.15","0.01"
"1181",="2755","揚秦","150","-9","-5.66","0.01","","","","","","","-0.03","-0.04","0.02","-0.01","-0.06","0.15","0.01"
"1182",="6588","東典光電","32","+2.9","+9.97","0","","","-0.01","0.04","0.3","-0.12","-0.14","0.04","-0.07","-0.16","-0.06","0.15","-0.01"
"1183",="1776","展宇","17.4","-0.25","-1.42","0.22","0.11","0.64","0.07","0.18","0.14","0.3","0.87","0.03","0.13","-0.05","0.07","0.15","0.04"
"1184",="1413","宏洲","9.1","-0.02","-0.22","0.19","0.2","0.13","-0.13","-0.19","2.02","-0.07","-0.06","0.08","0.11","0.02","0.07","0.15","0"
"1185",="5344","立衛","15.75","-0.25","-1.56","0.18","","1.28","0.09","0.02","0.07","0.14","0.03","0.01","0.05","0.05","0.06","0.15","0.02"
"1186",="3530","晶相光","76","-1.6","-2.06","0.07","","-0.02","0.05","0.09","0","0.1","-0.08","0.1","0.26","0.06","0.1","0.15","0.01"
"1187",="6843","進典","75","-0.8","-1.06","0.03","","","","","","","","0","-0.16","0.03","0.13","0.15","-0.01"
"1188",="2916","滿心","47.2","+0.55","+1.18","0.22","-0.05","0.2","0.25","0.3","0.45","0.17","0.15","0.08","0.32","0.15","0.43","0.15","0.14"
"1189",="4121","優盛","29.25","-0.4","-1.35","0.5","0.27","0.43","0.98","0.95","0.6","1.17","0.22","0.29","0.37","0.33","0.25","0.15","0.04"
"1190",="9960","邁達康","29.8","-0.05","-0.17","0.06","0.04","0.08","0.17","0.14","0.1","-0.36","0.14","0.13","0.04","0.05","0.01","0.15","0.05"
"1191",="1467","南緯","12.05","0","0","-0.01","-0.09","2.08","0.15","-0.07","-0.07","-1.27","-0.53","1.14","0.22","-1.66","-0.2","0.15","0.14"
"1192",="2399","映泰","24.9","-0.45","-1.78","0.6","1.42","0.03","1.03","-0.15","0.55","0.33","-0.02","-1.35","1.19","2.09","1.9","0.15","0.26"
"1193",="2468","華經","36.85","-2.75","-6.94","0.12","0.11","-0.03","0.3","0.21","0.15","0.08","0.09","0.19","0.11","0","0.03","0.15","0.03"
"1194",="3264","欣銓","60.4","-0.6","-0.98","0.26","-0.11","-0.25","0.05","1.71","0.42","0.02","-0.81","1.43","-0.83","0.2","1.19","0.15","-0.47"
"1195",="3128","昇銳","41.6","-0.9","-2.12","0.05","0.07","0.01","0.11","0.03","0.06","0.05","0","0.02","0.01","0.01","0.07","0.14","0"
"1196",="6697","東捷資訊","69.6","+0.6","+0.87","0.06","","","","","0.07","0.02","0.03","0.02","0.08","0.09","0.05","0.14","0.01"
"1197",="4951","精拓科","71.5","-1.5","-2.05","0","","0.02","0.09","0.16","0.05","0.01","-0.04","0.05","0.02","-0.14","-0.35","0.14","0.04"
"1198",="2313","華通","45.6","+0.1","+0.22","-4.09","0.75","-4.22","-1.34","-1.67","-5.98","-10.7","-8.51","-7.02","-5.77","-3.85","-0.84","0.14","-1.84"
"1199",="1460","宏遠","8.99","-0.1","-1.1","0.35","0.28","4.9","0.16","1.17","0.22","0.17","-0.51","0.39","-1.1","-0.8","-0.75","0.14","-0.71"
"1200",="4503","金雨","74.2","+0.6","+0.82","0.05","","0.2","0.14","0.02","-0.04","-0.03","-0.05","0.07","0","0.07","0.01","0.14","0"
"1201",="2901","欣欣","27.05","+0.2","+0.74","0.09","","0.08","0.08","0.08","0.08","0.08","0.08","0.07","0.08","0.09","0.11","0.14","0.02"
"1202",="1742","台蠟","18.35","-0.45","-2.39","0.18","-0.57","0.71","0","-0.02","-0.2","-1.09","0.09","-0.26","-0.11","-0.29","3.73","0.14","-0.05"
"1203",="8432","東生華","45","-0.15","-0.33","0.26","","0.07","-0.02","0.12","0.6","1.28","0.03","0.04","0.47","0.03","0.06","0.14","0.01"
"1204",="6404","通訊-KY","21.75","-0.2","-0.91","0.07","0","0.01","0.75","0.08","0.59","0.3","-0.94","-0.37","-0.13","0.25","0.18","0.14","-0.07"
"1205",="4768","晶呈科技","204","+1.5","+0.74","0.01","","","","","","0.01","0.01","-0.01","-0.04","-0.03","-0.02","0.14","-0.02"
"1206",="1784","訊聯","66.7","-1.1","-1.62","0.12","0.13","-0.09","0.11","0.37","0.22","0.09","0.04","0.12","0.18","0.1","0.1","0.14","0.07"
"1207",="1808","潤隆","82","+2.5","+3.14","0.43","","-0.69","0","-0.37","-0.19","0.7","0.32","-1.16","8.19","-1.94","-0.3","0.14","-0.37"
"1208",="5522","遠雄","60.5","+0.2","+0.33","-1.19","1.26","-6.43","-1.92","2.41","6.07","-6.37","-0.89","-1.73","-2.77","-1.83","-2.25","0.13","-0.13"
"1209",="4540","全球傳動","39.8","-0.2","-0.5","-0.13","","","0.09","0.34","0.08","-0.36","-0.76","0.16","-0.3","-0.55","-0.16","0.13","0.02"
"1210",="6578","達邦蛋白","18.4","-0.05","-0.27","-0.01","","","","0.06","-0.1","0","-0.03","0.02","-0.07","-0.04","-0.08","0.13","0"
"1211",="3523","迎輝","13.3","-0.05","-0.37","-0.03","1.08","-1.65","-0.44","-1.82","-0.3","-1.04","3.86","-0.04","-0.08","-0.05","-0.02","0.13","-0.02"
"1212",="5878","台名","48.35","0","0","0.09","0","0.01","0.06","0.15","0.17","0.09","0.24","0.08","0.03","0.06","0.07","0.13","0.01"
"1213",="2067","嘉鋼","12.9","-0.15","-1.15","-0.05","-0.18","-0.14","-0.06","-0.12","-0.03","-0.1","-0.11","0.12","-0.31","0.06","0.1","0.13","0.42"
"1214",="2850","新產","52.4","+0.4","+0.77","0.12","","0","0.01","0.04","0.14","0.48","0.2","0.03","0.21","0.14","-0.1","0.13","0.01"
"1215",="3556","禾瑞亞","61.7","-0.6","-0.96","0.08","0.2","0.15","0.28","0.22","0.2","0.04","-0.04","0.2","-0.43","0.01","0.04","0.13","0.06"
"1216",="3652","精聯","40.4","-0.9","-2.18","0.06","0.14","0.11","0.11","0.08","-0.02","0.04","0.05","-0.01","0.11","0.01","-0.05","0.13","0"
"1217",="2752","豆府","268","+2.5","+0.94","0.09","","","","","-0.01","-0.01","0.01","0.02","-0.01","0.32","0.26","0.13","0.02"
"1218",="5488","松普","11.65","-0.25","-2.1","0.17","-0.01","-0.09","0.04","-0.33","0.08","0.46","-0.25","1.63","0.2","0.11","0.03","0.13","-0.05"
"1219",="4160","創源","37.7","-0.4","-1.05","0.06","0.03","0.05","0.04","0.03","0.07","0.03","0.02","0.07","0.1","0.03","0.15","0.13","0.05"
"1220",="8048","德勝","81.9","+2.1","+2.63","0.17","0.11","0.06","-0.03","0.17","0.17","-0.21","-0.1","0.14","0.16","0.67","0.81","0.13","0.05"
"1221",="5228","鈺鎧","23.15","+0.3","+1.31","0.17","-0.01","-0.01","0.01","1.07","1.15","-0.08","-0.05","-0.02","-0.04","-0.02","-0.08","0.13","0"
"1222",="6173","信昌電","44.3","+0.05","+0.11","0.44","0.56","-0.07","0.16","0.29","0.2","0.07","0.17","-0.58","0.87","0.84","2.65","0.13","0.64"
"1223",="6788","華景電","139.5","-1.5","-1.06","0.06","","","","","","","0.08","0.06","0.04","0.02","0.05","0.13","0.01"
"1224",="4956","光鋐","15.85","-0.1","-0.63","0","0.03","0.01","-0.02","0.14","0.17","-0.35","-0.2","0.1","-0.05","0.04","0.05","0.13","-0.02"
"1225",="2380","虹光","11.25","+0.35","+3.21","0.3","0.76","-0.4","0.52","0.7","-0.59","0.31","-0.55","0.16","3.14","-0.49","-0.05","0.13","0"
"1226",="6276","安鈦克","51.1","-1.6","-3.04","-0.03","-0.49","0.14","0.19","0.22","-0.08","-0.24","-0.17","0.06","0.02","-0.08","-0.07","0.13","0"
"1227",="6550","北極星藥業-KY","77.1","+2.1","+2.8","-0.43","","","-1.07","-1.23","-0.88","-0.32","-0.54","-0.19","-0.34","0.18","-0.08","0.13","0.78"
"1228",="1732","毛寶","27.55","-0.2","-0.72","0.02","0.03","0.04","0.03","0.01","0.02","-0.02","0.01","0","0","-0.01","0.07","0.12","0"
"1229",="1336","台翰","23.95","-0.3","-1.24","0.16","0.04","0","0.03","0.13","0.1","-0.24","-0.51","-0.17","0.17","2.28","-0.07","0.12","-0.01"
"1230",="6689","伊雲谷","133","-3.5","-2.56","0.11","","","","","","0.01","0.13","0.04","0.09","0.32","0.07","0.12","0.17"
"1231",="8401","白紗科","20.8","-0.1","-0.48","-0.09","-0.06","-0.1","-0.9","0.12","-0.02","-0.33","0.08","0.07","0","-0.04","-0.07","0.12","-0.02"
"1232",="3234","光環","26.6","+2.4","+9.92","-0.12","0.13","-0.02","0.01","0.15","0.02","-0.22","-1.02","0.02","-0.16","-0.34","-0.13","0.12","-0.05"
"1233",="2642","宅配通","42.25","-0.75","-1.74","0.22","0.05","0.49","0.13","0.35","0.28","0.3","0.64","0.05","-0.02","0.13","0.12","0.12","-0.05"
"1234",="6516","勤崴國際","94.6","-2.2","-2.27","0.1","","","0.01","0.01","0.01","0","-0.01","0.12","0.11","0.29","0.34","0.12","0.02"
"1235",="6287","元隆","22.05","-0.55","-2.43","-0.23","","-0.4","-0.49","0.06","-0.3","-0.51","-0.33","0","-0.33","-0.22","-0.13","0.12","-0.07"
"1236",="1324","地球","11.75","0","0","0.14","0.1","-0.04","0.05","0.13","0.1","0.08","1.03","0.07","0","0.07","-0.01","0.12","0"
"1237",="3229","晟鈦","18.8","-0.25","-1.31","-0.24","0.21","-1.03","0.16","0.29","-0.14","-1.71","0.12","0.11","-0.26","-0.63","-0.07","0.12","0"
"1238",="2745","五福","99.6","+6.5","+6.98","0.21","","","0.56","0.33","0.1","0.14","-0.08","0.01","-0.11","0.85","0.18","0.12","0.01"
"1239",="4760","勤凱","74.7","+0.4","+0.54","0.02","","","","0.01","0","-0.06","0","0.03","-0.02","0.02","0.04","0.12","-0.01"
"1240",="4183","福永生技","19.85","-0.35","-1.73","0","","-0.04","0.04","0.05","0.04","-0.03","-0.12","0.08","-0.04","-0.04","-0.1","0.11","0"
"1241",="8442","威宏-KY","79","+0.2","+0.25","0","","","-0.52","0.05","0.65","0.29","-0.2","0.21","-0.24","-0.43","0.08","0.11","-0.38"
"1242",="2221","大甲","42.3","-0.25","-0.59","-0.01","0.24","-0.04","-0.15","-0.05","-0.06","0.02","-0.13","0.05","0.03","-0.07","-0.09","0.11","-0.02"
"1243",="4402","福大","7.68","-0.12","-1.54","0.39","","-0.24","-0.2","-0.37","-0.6","2.03","0.47","-0.32","3.7","-0.12","-0.14","0.11","-0.01"
"1244",="6721","信實","53.6","-0.1","-0.19","0.13","","","","","0.12","0.19","0.19","0.18","0.11","0.04","0.09","0.11","0.1"
"1245",="3218","大學光","403","-16","-3.82","0.06","-0.05","-0.01","0.12","0.24","0.08","-0.03","-0.1","0.26","0.08","0.06","-0.05","0.11","-0.03"
"1246",="3675","德微","295.5","+3.5","+1.2","0.01","0.1","-0.02","0.02","0.1","0.06","-0.02","-0.03","0.07","0.07","-0.21","-0.12","0.11","-0.06"
"1247",="5481","新華","13.2","-0.2","-1.49","1.06","2.01","-1.36","0.42","0.73","-0.22","1.64","0.05","3.5","-1.32","5.31","1.85","0.11","-0.03"
