"排名","代號","名稱","成交","漲跌價","漲跌幅","平均業外損益(%)","20Q3業外損益(%)","20Q4業外損益(%)","21Q1業外損益(%)","21Q2業外損益(%)","21Q3業外損益(%)","21Q4業外損益(%)","22Q1業外損益(%)","22Q2業外損益(%)","22Q3業外損益(%)","22Q4業外損益(%)","23Q1業外損益(%)","23Q2業外損益(%)"
"998",="4433","興采","31.85","+0.55","+1.76","0.46","-1.43","-2.09","0.18","-0.03","0.53","1.39","1.08","2.2","4.76","-3.41","-0.31","2.68"
"999",="1905","華紙","22.9","-0.2","-0.87","0.93","0.86","0","0.1","0.58","2.85","1.18","1.73","0.13","3.5","-0.26","0.18","0.36"
"1000",="6674","鋐寶科技","27.05","-0.1","-0.37","0.43","1.61","0.53","-3","-0.52","-1.28","-1.65","0.64","0.11","4.98","-1.19","1.18","3.76"
"1001",="6175","立敦","38","+0.2","+0.53","0.34","-1.29","-1.16","0.91","-0.44","0.42","-0.32","1.84","1.97","3.66","-2.27","-0.77","1.52"
"1002",="1109","信大","17.95","0","0","1.33","1.19","-0.04","1.57","1.01","1.92","0.27","1.56","-0.82","4.33","0.25","2.33","2.43"
"1003",="2616","山隆","31.15","+0.1","+0.32","0.95","1.72","-0.26","0.24","0.19","2.45","0.04","0.1","2.55","0.66","1.8","0.22","1.66"
"1004",="5251","天鉞電","18.3","-0.05","-0.27","0.52","-1.43","-7.46","1.01","-3.32","0.26","-0.47","10.1","7.59","8.69","-13.1","-2.29","6.63"
"1005",="2501","國建","15.1","0","0","-0.13","2.94","-0.78","-1.57","-1.35","5.96","-0.54","-2.1","-2.7","2.22","2.22","-3.96","-1.91"
"1006",="4760","勤凱","77.9","-3.5","-4.3","0.65","-0.69","0.65","2","-1.32","0.45","-0.06","1.95","1.7","4.6","-4.45","-0.25","3.22"
"1007",="6259","百徽","19.4","-0.05","-0.26","3.15","5.93","27.1","-2.41","-1.33","0.14","1.12","6.11","0.93","2.42","-5.35","0.31","2.78"
"1008",="4768","晶呈科技","171","-0.5","-0.29","0.29","-0.46","-1.48","-1.27","-0.04","0.38","-0.67","-0.07","1.72","4.57","-1.99","-0.81","3.62"
"1009",="6741","91APP*-KY","100","-1","-0.99","2.14","-1.59","2.93","0.93","1.04","1.16","-0.64","1.62","2.44","6.62","-4.03","2.17","13"
"1010",="8349","恒耀","58.2","+0.3","+0.52","0.6","0.55","1.18","-0.83","-0.43","0.05","2.24","1.81","0.59","1.97","0.51","-0.2","-0.25"
"1011",="2206","三陽工業","74.4","-1","-1.33","1.31","1.08","0","0.42","0.04","0.7","0.01","3.32","1.19","0.99","-0.23","0.89","7.37"
"1012",="2106","建大","29.85","+0.1","+0.34","0.09","-0.99","-3","0.27","-1.08","0.78","-0.63","0.63","2.64","2.96","-1.93","-1.4","2.79"
"1013",="2457","飛宏","66","-2","-2.94","1.18","2.6","2.67","0.22","0.19","0.94","0.02","2.37","1.92","2.67","-1.62","0.71","1.43"
"1014",="6431","光麗-KY","18.45","-0.45","-2.38","12","-15.4","","","131","-2.69","-2.94","5.3","1.14","1.92","-1.67","-1.51","4.44"
"1015",="8438","昶昕","25.95","-0.35","-1.33","0.61","0.26","-0.31","0.36","-0.11","0.91","0.54","1.66","1.25","2.18","-0.39","0.03","0.89"
"1016",="2038","海光","17.7","-0.1","-0.56","0.71","-0.21","0.35","0.15","1.53","0.11","-0.2","0.62","2.1","3","-1.09","1.85","0.31"
"1017",="1514","亞力","48.5","0","0","1.02","0.76","0.8","0.76","1","0.86","1.03","1.95","1.33","2.83","-0.44","0.47","0.94"
"1018",="1310","台苯","16.15","+0.8","+5.21","1.31","1.59","4.67","3.01","0.97","-0.27","-0.33","3.93","-0.59","1.02","0.45","1.32","-0.05"
"1019",="2015","豐興","67.2","0","0","0.91","0.88","0.73","0.29","1.04","1.11","0.68","0.85","1.19","2.1","0.86","0.47","0.73"
"1020",="3551","世禾","74","+0.8","+1.09","1.9","0.2","-0.07","2.75","-0.69","16.1","-3.77","1.22","0.45","4.16","-0.96","0.86","2.46"
"1021",="3090","日電貿","57.4","0","0","0.49","0.43","-0.37","-0.08","-0.56","0.74","0.07","1.44","1.28","4.05","-1.97","-0.34","1.26"
"1022",="3332","幸康","47.5","0","0","2.24","1.66","5.22","1.06","2.91","2.45","2.48","4.29","0.03","2.61","-1.21","4.08","1.27"
"1023",="3234","光環","24.75","+0.2","+0.81","-0.59","-2.32","-3.57","-0.57","-2.01","-0.01","-1.35","-1.2","4.66","4.58","-3.83","-3.96","2.49"
"1024",="6791","虎門科技","89","+0.4","+0.45","0.74","","0.33","1.07","-1.83","-0.21","0.52","1.53","0.53","1.11","1.61","1.53","1.98"
"1025",="3010","華立","93.5","-0.6","-0.64","1.16","1.66","0.73","0.91","1.23","2.02","1.12","1.43","1.61","1.57","0.11","0.12","1.37"
"1026",="5234","達興材料","105.5","-2","-1.86","0.4","-0.35","-0.63","-0.55","-0.28","0.75","0.35","1.03","1.26","3.39","-0.33","-0.19","0.37"
"1027",="3037","欣興","181","-3.5","-1.9","3.38","3.1","6.06","6.02","1.37","4.01","2.25","0.98","2.13","2.34","-0.63","8.55","4.35"
"1028",="1324","地球","13.45","+0.15","+1.13","0.44","0.1","0.01","-0.14","-0.56","0.08","0.11","0.92","1.09","1.95","0.96","0.17","0.55"
"1029",="6613","朋億*","125.5","-1","-0.79","0.05","-2.33","-4.04","1.23","-0.81","-0.29","0.5","3.08","1.41","2.91","-1.9","-0.33","1.21"
"1030",="1216","統一","70.8","+0.6","+0.85","2.3","2.25","1.71","1.8","2.26","1.14","1.49","0.47","1.92","1.67","0.68","2.69","9.53"
"1031",="2308","台達電","340","-3","-0.87","1.25","1.18","0.19","1.81","1.65","0.64","1.36","1.3","1.31","1.54","0.71","1.67","1.66"
"1032",="6217","中探針","46","-0.2","-0.43","1.63","-1.32","-1.17","-0.61","-0.74","0.02","-0.63","1.26","0.67","4.55","-2.69","17.8","2.46"
"1033",="8048","德勝","77","-1.5","-1.91","6.94","2.58","31.8","27.1","4.39","1.44","6.15","0.93","-0.76","8.31","-2.48","1.59","2.25"
"1034",="6485","點序","97.1","-3.9","-3.86","0.47","1.63","-3.51","-1.33","0.1","0.89","0.23","0.91","1","1.54","1.42","1.28","1.5"
"1035",="8032","光菱","29.05","0","0","1.11","1.93","-0.23","-0.02","1.92","0.57","0.12","1.37","1.37","3.77","-2.77","-0.43","5.75"
"1036",="3016","嘉晶","60","-1.2","-1.96","0.55","-0.3","-0.24","0.01","0.18","0.66","0.4","0.96","1.61","2.38","-0.42","0.02","1.3"
"1037",="6266","泰詠","33.5","-0.25","-0.74","0.4","-1.64","-2.05","0.85","-0.87","0.31","0.05","1.16","2.19","2.35","-0.82","0.56","2.71"
"1038",="1587","吉茂","23.85","-0.2","-0.83","0.13","-0.72","-0.65","-0.53","-0.61","-0.3","0.37","0.52","2.98","3.09","-2.61","-1.61","1.63"
"1039",="2103","台橡","24.3","0","0","2.01","-6.76","2.31","2.29","3.01","16.6","-0.18","1.19","2.22","1.58","-0.62","1.21","1.22"
"1040",="3164","景岳","23.4","+0.1","+0.43","2.79","13","-0.28","-0.23","-2.3","0.4","13.8","8.3","-6.53","11.3","-5.34","6.75","-5.44"
"1041",="1711","永光","19.55","-0.05","-0.26","0.66","1.22","-0.45","-0.95","1.39","0.75","0.73","0.78","2.06","1.48","0.18","-0.25","0.97"
"1042",="2063","世鎧","51.7","+0.4","+0.78","-0.19","-1.04","-1.8","0.35","-1.57","-1.19","-1.88","1.91","0.94","4.67","-2.64","-1.34","1.28"
"1043",="9905","大華","24.15","0","0","1.15","1.7","1.37","1.21","0.25","1.09","0.67","1.07","0.86","1.64","0.88","1.67","1.35"
"1044",="4912","聯德控股-KY","92.1","+0.1","+0.11","0.15","-1.87","0.25","0.19","-1.08","1.35","-0.49","0.29","1.1","5.59","-2.72","-1.01","0.21"
"1045",="6230","尼得科超眾","156","+1","+0.65","0.78","-2.6","-0.76","0.99","-0.09","1.55","-0.49","-3.2","4.52","4.11","-1.43","-1.78","8.58"
"1046",="8435","鉅邁","60.5","+0.1","+0.17","1.49","0.26","0.75","0.58","-0.93","0.87","1.6","5.05","0.67","-0.21","-0.96","6.03","4.16"
"1047",="3611","鼎翰","246.5","-1.5","-0.6","0.83","-0.48","1.17","0.1","1.18","0.6","0","0.92","3.18","1.6","-1.07","-0.12","2.92"
"1048",="4130","健亞","27.3","+0.3","+1.11","0.83","-0.17","-0.67","2.37","0.79","0.83","0.46","1.24","1.66","2.1","-0.5","0.57","1.3"
"1049",="2002","中鋼","26.35","-0.15","-0.57","0.8","0.63","0.45","0.62","1.16","1.49","0.64","0.89","1.22","2.41","-0.22","-0.05","0.34"
"1050",="5353","台林","38.2","-1.55","-3.9","1.3","0.63","1.18","3.3","0.25","2.14","0.49","0.56","1.27","2.51","-0.04","0.54","2.78"
"1051",="3576","聯合再生","15.7","-0.15","-0.95","-4.66","6.94","-49.6","-2.99","-2.84","-1.13","-6.94","2.31","0.56","3.94","-2.01","-0.73","-3.44"
"1052",="4401","東隆興","20.25","+0.05","+0.25","0.27","-1.9","2.81","0.39","-1.06","0.05","-0.31","0.93","1.39","4.59","-4.17","-1.6","2.15"
"1053",="1725","元禎","20.35","+0.15","+0.74","1.44","3.75","2.76","0.27","-0.05","3.43","0.99","0.57","-0.99","6.75","-0.81","-0.2","0.83"
"1054",="6697","東捷資訊","49.3","+0.25","+0.51","0.8","0.66","0.03","0.01","1.53","0.18","0.21","0.37","1.23","0.86","2.2","0.33","2.06"
"1055",="5488","松普","13.1","-0.9","-6.43","3.23","-1.14","0.52","0.23","0.44","0.94","-0.63","-2.1","2.91","2.98","-0.29","-1.72","36.6"
"1056",="3205","佰研","42.6","-0.75","-1.73","0.4","-0.54","-3.38","0.51","0.34","0.62","0.27","1.14","1.78","0.82","0.56","0.84","1.89"
"1057",="3260","威剛","86.9","-1.9","-2.14","1.79","1.5","2.25","2.85","8.22","-3.04","1.14","1.3","-1.88","1.96","3.22","0.64","3.33"
"1058",="1590","亞德客-KY","926","+6","+0.65","1.32","5.09","5.92","-1.02","-1.23","0.78","4.57","5.83","-1.66","1.63","-1.24","0.59","-3.39"
"1059",="6655","科定","116","-0.5","-0.43","1.03","0.19","-3.7","0.31","-1.45","7.42","4.61","5.89","1.68","-0.09","-1.52","1.79","-2.79"
"1060",="4956","光鋐","15.1","0","0","0.63","0.22","0.85","0.06","-0.94","1.45","0.64","3.31","0.77","4.54","-4.48","-0.68","1.81"
"1061",="2239","英利-KY","60.5","-1.5","-2.42","0.69","-0.92","-1.11","1.99","-0.42","1.66","5.92","0.39","0.78","0.05","2.75","-1.23","-1.58"
"1062",="2368","金像電","208.5","-1","-0.48","-0.09","-2.81","-2.36","-0.18","-0.78","0.13","-0.31","0.65","2.55","2.87","-1.86","-1.42","2.46"
"1063",="2379","瑞昱","445.5","-0.5","-0.11","0.96","0.45","0.63","0.81","0.71","-0.9","0.5","0.34","0.85","1.19","2.22","2.32","2.38"
"1064",="2067","嘉鋼","13.4","0","0","1.81","2.24","-0.98","-1.67","2.42","1.18","2.22","0.51","1.9","0.88","0.93","14.2","-2.22"
"1065",="8021","尖點","27.95","-0.05","-0.18","0.92","-1.87","1.7","-0.04","0.74","1.31","0.2","0.53","0.87","1.16","1.77","2.09","2.61"
"1066",="1402","遠東新","28.5","+0.1","+0.35","1.94","3.11","1.35","3.1","2.3","3.97","1.09","1.13","0.74","2.39","-0.06","1.54","2.57"
"1067",="6276","安鈦克","39.8","-0.9","-2.21","0.3","-0.31","-0.9","0","-1.51","-0.13","-0.37","0.95","1.14","4.91","-1.34","-0.2","1.33"
"1068",="1447","力鵬","7.58","-0.05","-0.66","0.27","-1.45","-1.13","-0.13","-0.57","0.13","0.34","1.35","1.35","3.61","-2.14","-0.01","1.95"
"1069",="6192","巨路","87.5","+0.1","+0.11","0.41","-0.52","-0.85","-0.04","-0.42","0.1","1.86","0.98","0.76","2.14","0.33","-1.1","1.62"
"1070",="8104","錸寶","34.65","-0.25","-0.72","3.14","2.92","5.3","6.31","2.34","2.18","7.75","3.47","-0.35","1.88","0.49","3.33","2.04"
"1071",="1454","台富","17.95","0","0","1.67","4.9","5.29","0.21","1.05","1.39","-0.18","0.49","0.05","4.56","-1.09","0.2","3.16"
"1072",="1776","展宇","16.6","-0.2","-1.19","0.81","0.82","-1.98","-0.25","0.19","0.91","1.12","2.05","-0.95","0.31","2.82","1.4","3.31"
"1073",="3035","智原","360","-9.5","-2.57","1.09","0.32","-0.2","4.53","0.25","0.17","0.85","3.46","0.44","1.5","-1.19","-0.32","3.25"
"1074",="5520","力泰","62.6","0","0","0.97","0.96","1.16","0.27","0.6","1.16","0.99","0.75","0.85","1.69","0.88","1.16","1.24"
"1075",="1733","五鼎","27.45","+0.05","+0.18","0.5","-0.23","2.61","-3.77","-2.51","0.75","1.79","3.57","-0.98","3.02","-1.56","1.04","2.33"
"1076",="3443","創意","1395","-20","-1.41","0.56","-0.08","-0.27","0.42","1.26","0.15","0.13","0.22","1.2","1.37","1.09","-0.2","1.44"
"1077",="4967","十銓","66.6","-1.5","-2.2","0.72","-0.46","0.2","0.77","1.77","-0.09","0.11","1.55","2.33","0.63","-0.31","1.81","0.38"
"1078",="2330","台積電","539","-3","-0.55","1.26","1.42","1.1","1.25","1","0.69","0.47","0.62","0.73","1.04","1.54","2.56","2.64"
"1079",="5309","系統電","34.75","-0.25","-0.71","0.64","-1.34","-1.4","2.01","-0.29","0.41","0.13","0.93","1.28","3.18","-1.26","-0.14","4.2"
"1080",="3557","嘉威","54.5","-0.2","-0.37","-0.04","-0.82","-1.59","-0.71","-0.99","-0.32","-0.01","1.91","0.97","1.93","-1.05","-0.84","0.98"
"1081",="6510","精測","534","-4","-0.74","0.41","-0.68","-1.07","-0.07","-0.08","0.36","-0.01","2.02","0.87","1.93","-0.61","0.22","2.05"
"1082",="9912","偉聯","10.25","-0.1","-0.97","-0.55","-0.78","-12.2","-4.79","0.73","0.05","9.11","-1.32","3.23","3.41","-1.74","-1.75","-0.48"
"1083",="1789","神隆","27.1","+0.25","+0.93","0.64","-1","-1.05","0.38","0.12","0.77","0.73","1.1","0.8","2.81","-0.18","0.6","2.59"
"1084",="6221","晉泰","64.3","+0.3","+0.47","0.52","0.84","-0.35","0.64","-0.62","0.51","1.1","0.9","0.41","1.84","0.74","-0.09","0.32"
"1085",="5209","新鼎","172.5","+0.5","+0.29","1.97","0.42","0.18","1.67","0.19","0.73","14.6","1.57","1.11","1.35","0.21","0.75","0.81"
"1086",="2208","台船","24","+0.2","+0.84","0","0.45","3.21","1.33","0.28","-0.44","-0.82","0.75","1.4","4.27","-0.86","-1.92","-7.67"
"1087",="3130","一零四","203","0","0","0.89","0.87","0.59","0.94","0.32","0.49","0.83","0.91","1.13","1.11","0.74","1.23","1.57"
"1088",="3088","艾訊","98.8","+4.5","+4.77","0.8","-1.51","-1.62","7.41","-0.12","0.15","0.37","1.31","0.81","2.34","-0.48","-0.45","1.39"
"1089",="1323","永裕","31.7","0","0","0.2","0.28","-0.37","-0.76","-0.44","0.15","0.41","1.14","-0.63","1.6","1.68","-0.02","-0.63"
"1090",="6122","擎邦","56.7","-0.3","-0.53","0.51","0.21","0.69","0.31","-0.95","1.16","-0.05","1.55","1.6","1.59","-0.2","0.51","-0.31"
"1091",="3693","營邦","609","-11","-1.77","0.25","-2.19","-2.39","3.36","-1.31","-0.11","-0.58","2.24","1.02","3.66","-1.78","-0.84","1.89"
"1092",="2916","滿心","44.2","-0.75","-1.67","2.33","1.3","1.16","1.47","1.64","12.2","1.35","1.47","0.89","1.03","0.54","2.94","2.05"
"1093",="2606","裕民","45.75","+0.7","+1.55","4.01","13.1","5.52","4.61","4.91","15.1","4.8","-0.9","0.23","6.74","-3.89","-1.09","-0.98"
"1094",="4417","金洲","39.6","-0.1","-0.25","2.91","25","-3.43","0.5","0.98","3.54","-0.92","-1.99","0.08","0.52","3.91","2.6","4.18"
"1095",="6462","神盾","85.2","+1.3","+1.55","1.04","-1.42","-2.95","8.26","-14.8","-0.43","1.55","5","2.22","7.77","-11","8.64","9.69"
"1096",="3556","禾瑞亞","61.3","-0.3","-0.49","0.68","-0.16","-0.83","1.02","-0.05","-0.16","0.54","1.6","0.37","1.95","-0.51","1.71","2.75"
"1097",="3550","聯穎","15.45","-0.1","-0.64","0.48","0.3","-0.23","0.85","0.15","0.08","0.16","0.19","1.24","2.63","-0.26","-0.7","1.37"
"1098",="3323","加百裕","30.05","-1.2","-3.84","0.35","0.32","-0.13","0.29","-0.09","0.67","-0.2","1.56","2.23","2.04","-2.45","-0.61","0.56"
"1099",="2732","六角","119","-1","-0.83","0.01","-0.86","-1.77","-0.07","-0.69","-0.84","0.15","1.4","0.74","1.99","-0.52","-0.7","1.36"
"1100",="6183","關貿","67","+0.4","+0.6","0.7","0.5","0.37","0.18","-0.65","0.87","1.05","1.61","-0.16","2.04","0.16","0.68","1.76"
"1101",="6788","華景電","128","-0.5","-0.39","0.74","-0.19","1.1","0.65","-0.54","1.49","0.16","1.5","1.88","1.02","-0.47","0.2","2.04"
"1102",="6754","匯僑設計","49","-0.1","-0.2","0.74","0.04","0.51","0.16","0.2","1.22","0.36","2.15","1.08","0.26","0.6","1.65","0.66"
"1103",="2029","盛餘","24.05","+0.05","+0.21","0.35","-1","-0.39","0.48","0.14","0.28","0.04","0.7","0.46","2.38","0.39","-0.02","0.79"
"1104",="4527","方土霖","35.5","+0.3","+0.85","0.85","0.37","-0.12","0.66","1.02","0.58","0.85","0.58","1.77","0.9","0.54","1.54","1.46"
"1105",="2328","廣宇","38.2","+0.05","+0.13","0.99","-0.21","2.42","0.29","0.69","1.12","0.55","1.13","1.29","3.11","-1.5","-0.1","3.1"
"1106",="8466","美吉吉-KY","39.6","-0.1","-0.25","-0.26","-3.33","-3.3","0.99","-2.21","0.96","-1.26","0.27","2.93","5.98","-8.94","-2.1","6.86"
"1107",="9921","巨大","190.5","-1","-0.52","0.3","-0.04","0.03","-0.02","0.34","-0.01","-0.23","1.22","0.84","2.32","-1.13","-0.82","1.11"
"1108",="1313","聯成","15.7","+0.4","+2.61","0.67","2.87","0.57","-0.08","1.66","0.04","-0.08","2.8","0.42","0.25","-0.08","0.63","-0.94"
"1109",="3189","景碩","108.5","0","0","0.41","-0.81","-1.94","0.19","0.52","1.17","0.16","1.45","1.06","2.1","-1.66","0.29","2.43"
"1110",="4510","高鋒","16.35","-0.55","-3.25","0.58","6.78","2.07","-3.47","-2.86","2.49","-0.29","2.06","-0.76","4.3","-2.84","-1.46","0.94"
"1111",="6245","立端","102","-0.5","-0.49","0.68","0.16","0.48","0.32","0.12","0.72","0.69","1.48","0.8","3.87","-1.8","-0.16","1.52"
"1112",="2109","華豐","14.5","+0.05","+0.35","3.67","4.09","5.21","2.09","0.86","1.06","0.48","1.69","-0.35","9.74","-8.11","-0.17","27.4"
"1113",="4953","緯軟","121.5","+5.5","+4.74","0.96","2.16","1.72","0.66","0.1","2.01","0.73","0.31","0.41","0.3","2.41","0.26","0.39"
"1114",="3419","譁裕","18.9","-0.1","-0.53","2.68","0.3","0.84","1.54","0.36","2.88","-1.2","3.08","4.92","8.44","-11.8","-1.25","24.1"
"1115",="1702","南僑","47.65","0","0","0.7","-0.02","-0.1","0.38","-0.56","1.71","1.4","0.67","1.69","0.72","0.46","1.17","0.94"
"1116",="2377","微星","163.5","-1","-0.61","0.51","0.23","0.47","0.33","0.61","0.27","0.14","1.73","-0.03","1.39","0.36","0.4","0.28"
"1117",="8374","羅昇","28.8","0","0","0.3","-0.42","-0.45","0","-0.32","0.03","0.44","1.75","1.54","-0.08","0.09","-0.03","1.07"
"1118",="6761","穩得","79.1","0","0","0","-0.13","-0.46","0.25","-1.01","-0.21","0.09","1.81","0.95","2.58","-1.9","-0.68","-1.28"
"1119",="2459","敦吉","58.3","+0.1","+0.17","1.42","-0.49","0.1","1.59","1.42","2.2","1.44","1.42","1.59","1.86","-1.36","3.41","3.89"
"1120",="2032","新鋼","16.6","-0.25","-1.48","0.65","0.11","0.03","0.36","0.37","0.46","0.53","0.71","1.01","1.35","0.39","1.14","1.36"
"1121",="2351","順德","100.5","-2","-1.95","-0.05","-1.19","-1.87","-1.02","-1.27","-0.07","0.14","1.33","1.04","2.78","-1.83","-0.51","1.89"
"1122",="3479","安勤","106","+0.5","+0.47","0.8","1.3","1.44","-0.29","1.59","0.85","0.69","0.47","0.54","1.87","0.49","0.22","0.39"
"1123",="6195","詩肯","42.75","+0.05","+0.12","1.32","1.55","1.35","1.53","1.92","2.42","3.34","0.22","2.28","-0.3","1.17","0.03","0.29"
"1124",="6770","力積電","27.6","-0.2","-0.72","-0.31","-2.61","-2.76","-2.03","-1.91","-0.92","-0.79","-0.16","0.05","5.57","-2.8","-0.83","5.47"
"1125",="6112","邁達特","64.7","+0.5","+0.78","1.37","0.45","1.36","4.78","0.04","1","1.36","0.37","-0.14","0.98","2.08","2.42","1.77"
"1126",="2049","上銀","200.5","+2","+1.01","0.22","6.96","2.82","-2.39","-0.13","0.56","-7.91","2.62","-2.43","2.12","1.44","0.37","-1.33"
"1127",="2345","智邦","460.5","-9.5","-2.02","0.42","-1.28","-1.23","1.3","0.17","0.18","0.39","0.52","0.99","3.17","-1.24","-0.24","2.34"
"1128",="3402","漢科","50.5","+0.2","+0.4","0.86","-0.14","0.62","0.36","-0.06","0.56","0.19","1.19","0.72","3.29","-2.38","2.05","3.96"
"1129",="6160","欣技","26.05","-0.75","-2.8","0.79","0.65","2.42","1.12","-0.73","0.18","-0.42","1.28","0.96","3.94","-2.03","-0.13","2.24"
"1130",="3004","豐達科","107.5","+5.5","+5.39","0.81","2.61","4.55","2.27","1.84","-1.13","0.61","-5.87","0.13","1.36","5.05","-1.6","-0.15"
"1131",="9919","康那香","19.95","-0.3","-1.48","0.38","12.7","3.69","-0.09","-0.5","1.88","-0.62","2.1","1.62","2.4","-3.02","-0.42","-15.3"
"1132",="6781","AES-KY","628","-12","-1.88","0.54","-4.26","-0.25","0.3","0.26","0.6","0.85","0.61","0.42","1.42","0.81","2.29","3.43"
"1133",="8240","華宏","34.25","-0.45","-1.3","1.75","0.12","1.75","1.25","-0.84","0.36","11.6","0.36","2.07","1.79","-1.07","0.78","2.75"
"1134",="8936","國統","30.95","-0.3","-0.96","-2.51","-4.54","-5.91","-2.52","-0.98","-4.97","-0.69","-4.43","11.5","-3.47","-1.24","-1.25","-11.6"
"1135",="2755","揚秦","116.5","-1","-0.85","0.2","-0.1","0.27","-0.18","-0.86","-0.38","-0.2","0.19","0.38","2.26","0.34","0.18","0.52"
"1136",="3511","矽瑪","31.6","-0.05","-0.16","-0.13","-1.11","-1.6","0.14","-1.24","-0.43","0.14","0.39","0.73","2.81","-0.97","-0.59","0.16"
"1137",="8424","惠普","67.4","-0.1","-0.15","1.01","0.73","0.9","1.08","0.9","1.17","1.36","0.93","0.72","1.24","0.32","1.31","1.52"
"1138",="4770","上品","281","-2","-0.71","0.1","-1.69","-1.18","-0.65","-1.04","-0.4","1.08","1.51","-0.07","2.01","-0.07","1.02","0.65"
"1139",="8917","欣泰","65.8","+1.5","+2.33","0.78","0.73","-0.01","0.56","0.36","1.18","0.53","0.72","-0.42","2.35","0.68","0.94","1.68"
"1140",="9958","世紀鋼","166.5","+1","+0.6","0.62","-1.23","0.45","1.06","6.14","-0.33","0.41","3.25","2.85","4.5","-5.2","-2.91","-1.5"
"1141",="8163","達方","43.3","-0.35","-0.8","0.55","0.8","0.07","0.5","0.11","1.54","0.25","0.2","0.18","1.75","1.05","-0.53","0.74"
"1142",="8401","白紗科","20.2","0","0","-0.13","-0.98","-0.58","0.16","-0.67","-0.2","-1.24","0.58","0.44","1.78","0.36","-0.5","-0.77"
"1143",="6123","上奇","66.4","-0.1","-0.15","0.68","0.51","1.55","0.33","0.73","0.19","-0.19","-0.08","0.98","1.22","0.81","0.73","1.39"
"1144",="6438","迅得","102.5","-3.5","-3.3","0.42","0.82","-0.05","0.43","-0.24","0.66","0.1","1.04","1.06","1.61","-0.68","-0.05","0.37"
"1145",="2597","潤弘","102","+0.5","+0.49","0.43","3.43","1.03","0.45","-2.5","0.38","0.15","0.07","0","2.93","-0.01","-0.46","-0.31"
"1146",="1341","富林-KY","66.9","-0.6","-0.89","0.55","-0.37","0.35","0.7","0.45","1.83","0.56","0.78","1.39","2.38","-1.53","-0.88","0.93"
"1147",="4538","大詠城","19.7","+0.1","+0.51","1.75","1.22","7.25","-1.23","0.6","2.11","-0.3","0.4","0.58","1.36","0.56","4.57","3.83"
"1148",="6163","華電網","17.95","0","0","0.58","1.2","-1.28","0.86","0.24","-0.06","0.04","1.24","1.51","0.6","0.37","0.02","2.23"
